Time	Writhe	Twist	Length
1655	4.60935	-4.55314	351.516
1656	4.56688	-4.50229	355.93
1657	4.52115	-4.45596	361.148
1658	4.49019	-4.42388	365.646
1659	4.47731	-4.42497	368.03
1660	4.49208	-4.44577	367.291
1661	4.52713	-4.46597	363.648
1662	4.57116	-4.50978	358.324
1663	4.61025	-4.54286	352.919
1664	4.63737	-4.5658	348.697
1665	4.63857	-4.5838	347.6
1666	4.61025	-4.5536	349.805
1667	4.5693	-4.51073	354.253
1668	4.52227	-4.45974	359.634
1669	4.48595	-4.42242	364.658
1670	4.46983	-4.41914	367.602
1671	4.48051	-4.43534	367.242
1672	4.51373	-4.45156	364.047
1673	4.55767	-4.49619	358.631
1674	4.59891	-4.53217	352.874
1675	4.63074	-4.55745	348.162
1676	4.63463	-4.58046	346.464
1677	4.61291	-4.55498	348.354
1678	4.57098	-4.50707	352.827
1679	4.52424	-4.46018	358.509
1680	4.48308	-4.41939	363.951
1681	4.45951	-4.40651	367.442
1682	4.46708	-4.42221	367.648
1683	4.49683	-4.43591	364.635
1684	4.5407	-4.48326	359.328
1685	4.58529	-4.52153	353.227
1686	4.62254	-4.54846	347.961
1687	4.63108	-4.57492	345.805
1688	4.61467	-4.55236	347.246
1689	4.57302	-4.51324	351.596
1690	4.52129	-4.46167	357.532
1691	4.47339	-4.4103	363.466
1692	4.44805	-4.38978	367.466
1693	4.44893	-4.39993	368.183
1694	4.47832	-4.41965	365.475
1695	4.52406	-4.46574	360.148
1696	4.57403	-4.50918	353.817
1697	4.61165	-4.54034	348.087
1698	4.62748	-4.56852	345.322
1699	4.6124	-4.55076	346.443
1700	4.56921	-4.51123	350.542
1701	4.51644	-4.45914	356.767
1702	4.46319	-4.40497	363.246
1703	4.43112	-4.37853	367.804
1704	4.43233	-4.38334	369.082
1705	4.45907	-4.40092	366.669
1706	4.5063	-4.44877	361.427
1707	4.55511	-4.4971	354.837
1708	4.60133	-4.52651	348.653
1709	4.61968	-4.55621	345.379
1710	4.60761	-4.55022	345.921
1711	4.5683	-4.50865	350.035
1712	4.51065	-4.45579	356.441
1713	4.45248	-4.39495	363.216
1714	4.41585	-4.36238	368.309
1715	4.4131	-4.36414	370.075
1716	4.4387	-4.38138	368.138
1717	4.48688	-4.42635	363.017
1718	4.53971	-4.48228	356.182
1719	4.58919	-4.51834	349.668
1720	4.61212	-4.5501	345.831
1721	4.60424	-4.54444	345.813
1722	4.56258	-4.50511	349.647
1723	4.50367	-4.4489	356.207
1724	4.44035	-4.38709	363.486
1725	4.40093	-4.34748	369.078
1726	4.39269	-4.34623	371.449
1727	4.41906	-4.36271	369.874
1728	4.4681	-4.40911	364.917
1729	4.5238	-4.46691	358.001
1730	4.57583	-4.50243	351.038
1731	4.6043	-4.5403	346.592
1732	4.59795	-4.53942	346.213
1733	4.5569	-4.49799	349.734
1734	4.49362	-4.44058	356.311
1735	4.42789	-4.37635	363.966
1736	4.38151	-4.32757	370.146
1737	4.37132	-4.32545	372.919
1738	4.39682	-4.33918	371.811
1739	4.44713	-4.38331	367.077
1740	4.50593	-4.45511	360.037
1741	4.56165	-4.48912	352.812
1742	4.59452	-4.53019	347.896
1743	4.59029	-4.5306	347.033
1744	4.54654	-4.48644	350.231
1745	4.48198	-4.4286	356.896
1746	4.41154	-4.35894	364.821
1747	4.36456	-4.30958	371.335
1748	4.35256	-4.3058	374.694
1749	4.37592	-4.31983	374.068
1750	4.42753	-4.36605	369.553
1751	4.48906	-4.43706	362.588
1752	4.54707	-4.47654	355.031
1753	4.58156	-4.51721	349.726
1754	4.57888	-4.51643	348.336
1755	4.53493	-4.47258	351.157
1756	4.46862	-4.41843	357.606
1757	4.39848	-4.3479	365.84
1758	4.34719	-4.29045	372.762
1759	4.33214	-4.28417	376.508
1760	4.35369	-4.29998	376.357
1761	4.40661	-4.34471	372.165
1762	4.47125	-4.42077	365.169
1763	4.53011	-4.46469	357.66
1764	4.56795	-4.50524	351.936
1765	4.56713	-4.50684	350.088
1766	4.5237	-4.46305	352.517
1767	4.45234	-4.40123	358.89
1768	4.37948	-4.33097	367.016
1769	4.32741	-4.27103	374.301
1770	4.31307	-4.2633	378.549
1771	4.33235	-4.28214	378.853
1772	4.38548	-4.32227	375.026
1773	4.44995	-4.39771	368.373
1774	4.51145	-4.44693	360.697
1775	4.55158	-4.49001	354.57
1776	4.54954	-4.49088	352.348
1777	4.50592	-4.44503	354.409
1778	4.43652	-4.38807	360.379
1779	4.36218	-4.31464	368.495
1780	4.30875	-4.25313	376.061
1781	4.29116	-4.23938	380.681
1782	4.3111	-4.26124	381.331
1783	4.36405	-4.29932	377.911
1784	4.432	-4.37929	371.514
1785	4.49181	-4.42965	363.9
1786	4.53302	-4.47042	357.633
1787	4.5318	-4.47506	354.959
1788	4.48905	-4.42836	356.601
1789	4.41885	-4.36345	362.193
1790	4.34526	-4.29495	370.133
1791	4.28816	-4.23417	377.912
1792	4.27061	-4.21427	382.804
1793	4.29	-4.23586	383.935
1794	4.34069	-4.2824	380.934
1795	4.40883	-4.35251	374.645
1796	4.47125	-4.41023	367.341
1797	4.51208	-4.44671	361.001
1798	4.51112	-4.45536	357.895
1799	4.46923	-4.40823	359.094
1800	4.399	-4.34638	364.402
1801	4.32608	-4.27596	372.132
1802	4.26748	-4.21583	379.798
1803	4.2493	-4.19454	385.102
1804	4.26801	-4.21858	386.517
1805	4.31729	-4.25772	383.907
1806	4.38361	-4.32641	378.008
1807	4.44818	-4.38791	371.007
1808	4.48712	-4.42361	364.471
1809	4.49028	-4.43254	361.196
1810	4.44879	-4.38445	361.982
1811	4.37864	-4.32333	366.792
1812	4.30484	-4.25282	374.2
1813	4.2498	-4.19858	381.844
1814	4.22972	-4.17531	387.282
1815	4.24769	-4.18983	389.128
1816	4.29563	-4.24262	386.911
1817	4.36214	-4.30511	381.424
1818	4.42507	-4.36909	374.671
1819	4.46609	-4.40387	368.346
1820	4.46826	-4.41496	364.717
1821	4.42844	-4.36722	365.19
1822	4.36173	-4.30358	369.461
1823	4.28785	-4.23567	376.494
1824	4.23249	-4.17938	383.901
1825	4.21187	-4.15624	389.53
1826	4.22638	-4.17058	391.714
1827	4.27564	-4.22178	390.004
1828	4.33997	-4.28291	384.969
1829	4.4042	-4.34967	378.39
1830	4.44548	-4.38369	372.17
1831	4.44885	-4.39266	368.377
1832	4.40943	-4.34793	368.574
1833	4.34394	-4.28417	372.49
1834	4.27086	-4.21591	379.085
1835	4.21583	-4.16557	386.217
1836	4.19389	-4.13972	391.895
1837	4.20779	-4.15051	394.414
1838	4.25335	-4.19959	392.974
1839	4.31763	-4.26129	388.414
1840	4.38055	-4.32654	382.155
1841	4.42319	-4.35958	376.165
1842	4.42814	-4.37126	372.266
1843	4.39137	-4.33207	372.092
1844	4.32587	-4.26519	375.493
1845	4.25628	-4.20141	381.713
1846	4.20102	-4.14914	388.588
1847	4.17756	-4.12484	394.195
1848	4.19044	-4.13207	396.985
1849	4.23546	-4.18133	395.922
1850	4.29739	-4.24294	391.75
1851	4.35966	-4.30276	385.849
1852	4.40218	-4.33966	380.039
1853	4.41107	-4.35182	376.041
1854	4.37484	-4.31391	375.501
1855	4.31144	-4.25099	378.713
1856	4.24177	-4.18346	384.41
1857	4.18592	-4.1351	390.963
1858	4.16284	-4.11188	396.464
1859	4.17387	-4.11387	399.397
1860	4.21512	-4.16341	398.785
1861	4.27734	-4.22524	394.938
1862	4.33703	-4.28829	389.398
1863	4.38232	-4.32122	383.83
1864	4.39219	-4.33417	379.861
1865	4.35992	-4.29876	379.017
1866	4.29711	-4.23529	381.877
1867	4.22896	-4.17175	387.075
1868	4.17402	-4.11886	393.352
1869	4.1467	-4.09329	398.74
1870	4.15603	-4.09741	401.821
1871	4.1961	-4.14183	401.569
1872	4.25711	-4.20035	398.039
1873	4.3194	-4.27101	392.822
1874	4.36369	-4.30422	387.517
1875	4.37555	-4.31268	383.634
1876	4.34758	-4.28399	382.629
1877	4.28497	-4.22379	385.06
1878	4.21716	-4.15879	390.002
1879	4.16106	-4.10771	395.82
1880	4.13414	-4.08155	400.951
1881	4.14114	-4.08234	404.112
1882	4.1786	-4.12361	404.208
1883	4.23638	-4.18895	401.07
1884	4.30127	-4.25452	396.169
1885	4.34756	-4.28983	391.034
1886	4.36044	-4.2996	387.325
1887	4.333	-4.26751	386.169
1888	4.27464	-4.21296	388.275
1889	4.20823	-4.14793	392.88
1890	4.15155	-4.09962	398.392
1891	4.12021	-4.0701	403.214
1892	4.12472	-4.06305	406.391
1893	4.1628	-4.11047	406.73
1894	4.21888	-4.16796	403.944
1895	4.28191	-4.23484	399.197
1896	4.32832	-4.2721	394.398
1897	4.34457	-4.28296	390.827
1898	4.32141	-4.2569	389.541
1899	4.26471	-4.20021	391.372
1900	4.19909	-4.14119	395.656
1901	4.14151	-4.09018	400.862
1902	4.10926	-4.05398	405.399
1903	4.11133	-4.05379	408.526
1904	4.14455	-4.09194	409.103
1905	4.20173	-4.1499	406.496
1906	4.26382	-4.2169	402.115
1907	4.31256	-4.25735	397.599
1908	4.33091	-4.26525	394.097
1909	4.31006	-4.24175	392.798
1910	4.25512	-4.18586	394.432
1911	4.19029	-4.13049	398.331
1912	4.13288	-4.08111	403.33
1913	4.09887	-4.04442	407.668
1914	4.0976	-4.03608	410.709
1915	4.13035	-4.07609	411.305
1916	4.18412	-4.13393	409.154
1917	4.2454	-4.19803	404.941
1918	4.29468	-4.24371	400.663
1919	4.31567	-4.24865	397.263
1920	4.29915	-4.23192	396.036
1921	4.24788	-4.17783	397.399
1922	4.18248	-4.12613	401.06
1923	4.12412	-4.07074	405.772
1924	4.08753	-4.02927	409.897
1925	4.0851	-4.02458	412.776
1926	4.11497	-4.06299	413.434
1927	4.16817	-4.11478	411.412
1928	4.22896	-4.18084	407.524
1929	4.27989	-4.22706	403.438
1930	4.29996	-4.23008	400.36
1931	4.28737	-4.21455	399.083
1932	4.24	-4.17254	400.345
1933	4.17503	-4.11585	403.768
1934	4.11651	-4.06508	408.252
1935	4.07993	-4.02504	412.169
1936	4.07556	-4.01291	414.806
1937	4.10197	-4.04818	415.482
1938	4.15295	-4.10714	413.722
1939	4.2124	-4.1669	410.186
1940	4.26428	-4.21471	406.182
1941	4.28644	-4.2156	403.271
1942	4.27601	-4.20274	402.044
1943	4.23214	-4.16305	403.287
1944	4.17013	-4.10899	406.378
1945	4.11287	-4.06393	410.638
1946	4.07326	-4.01874	414.336
1947	4.06695	-4.00364	416.822
1948	4.09042	-4.03497	417.471
1949	4.14003	-4.08953	415.829
1950	4.19718	-4.15217	412.55
1951	4.24936	-4.20104	408.812
1952	4.27302	-4.20344	405.929
1953	4.2639	-4.18772	404.897
1954	4.2265	-4.15657	406.032
1955	4.1662	-4.10615	409.004
1956	4.10882	-4.05817	412.889
1957	4.06872	-4.01029	416.51
1958	4.05942	-3.99419	418.944
1959	4.08247	-4.02606	419.455
1960	4.12879	-4.07511	417.94
1961	4.18498	-4.13885	414.688
1962	4.23391	-4.1865	411.235
1963	4.25869	-4.19322	408.613
1964	4.2536	-4.17332	407.536
1965	4.21845	-4.14875	408.612
1966	4.16433	-4.10203	411.536
1967	4.1054	-4.05578	415.176
1968	4.06438	-4.00901	418.661
1969	4.05345	-3.98982	420.859
1970	4.07373	-4.01483	421.46
1971	4.11645	-4.06628	419.94
1972	4.1701	-4.12281	416.994
1973	4.21815	-4.17447	413.734
1974	4.24533	-4.17942	411.088
1975	4.2435	-4.16133	410.128
1976	4.21312	-4.13863	411.19
1977	4.16223	-4.09981	413.849
1978	4.10582	-4.0537	417.434
1979	4.06434	-4.01455	420.711
1980	4.0488	-3.98887	422.776
1981	4.0653	-4.008	423.265
1982	4.10507	-4.05117	421.987
1983	4.15546	-4.11214	419.099
1984	4.2042	-4.16003	416.047
1985	4.23174	-4.16698	413.551
1986	4.23373	-4.14934	412.434
1987	4.20732	-4.12898	413.445
1988	4.16111	-4.09664	416.219
1989	4.10685	-4.05426	419.61
1990	4.06507	-4.01312	422.622
1991	4.04672	-3.98221	424.657
1992	4.05864	-3.99704	425.132
1993	4.09489	-4.04461	423.935
1994	4.1427	-4.09997	421.078
1995	4.18997	-4.14943	418.133
1996	4.21843	-4.15961	415.865
1997	4.22323	-4.13666	414.899
1998	4.20164	-4.1197	415.658
1999	4.16087	-4.09509	418.159
2000	4.10892	-4.05764	421.661
